Hourly measurement data supplied by UK-air on 28/02/2021
All Data GMT hour ending. "No data" is used to indicate missing data for that time.
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"London Marylebone Road",,,,,,,
Date Time,Hour of Day,Day of Week,PM10 particulate matter (Hourly measured),Status PM10,PM2.5 particulate matter (Hourly measured),Status PM2.5,Nitrogen dioxide,Status NO2
2018-01-01 00:00:00,0,6,No data,N ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3
2018-01-01 01:00:00,1,0,24.6,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS),79.0596,V ugm-3
2018-01-01 02:00:00,2,0,18.7,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),97.05587,V ugm-3
2018-01-01 03:00:00,3,0,17.2,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),101.07355,V ugm-3
2018-01-01 04:00:00,4,0,10.8,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),81.56557,V ugm-3
2018-01-01 05:00:00,5,0,12.4,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),59.85638,V ugm-3
2018-01-01 06:00:00,6,0,12.6,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),51.55781,V ugm-3
2018-01-01 07:00:00,7,0,21,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),79.5382,V ugm-3
2018-01-01 08:00:00,8,0,21.7,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),72.98608,V ugm-3
2018-01-01 09:00:00,9,0,21.9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),86.85994,V ugm-3
2018-01-01 10:00:00,10,0,26,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),103.41757,V ugm-3
2018-01-01 11:00:00,11,0,25.9,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),101.68146,V ugm-3
2018-01-01 12:00:00,12,0,25.4,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),108.91574,V ugm-3
2018-01-01 13:00:00,13,0,22.5,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS),106.81776,V ugm-3
2018-01-01 14:00:00,14,0,14.5,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),71.72479,V ugm-3
2018-01-01 15:00:00,15,0,11.2,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),72.47106,V ugm-3
2018-01-01 16:00:00,16,0,10.4,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),68.71229,V ugm-3
2018-01-01 17:00:00,17,0,15,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),83.29113,V ugm-3
2018-01-01 18:00:00,18,0,22.3,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),111.78907,V ugm-3
2018-01-01 19:00:00,19,0,22.9,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS),124.87655,V ugm-3
2018-01-01 20:00:00,20,0,12.8,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),65.41812,V ugm-3
2018-01-01 21:00:00,21,0,12.8,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),58.44677,V ugm-3
2018-01-01 22:00:00,22,0,9.6,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),39.90305,V ugm-3
2018-01-01 23:00:00,23,0,10.6,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS),48.42425,V ugm-3
2018-01-02 00:00:00,0,1,10,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),46.54711,V ugm-3
2018-01-02 01:00:00,1,1,11,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),59.18682,V ugm-3
2018-01-02 02:00:00,2,1,11.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),53.91447,V ugm-3
2018-01-02 03:00:00,3,1,10.7,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),50.38353,V ugm-3
2018-01-02 04:00:00,4,1,13.6,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),41.70828,V ugm-3
2018-01-02 05:00:00,5,1,17.8,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS),53.35224,V ugm-3
2018-01-02 06:00:00,6,1,17.9,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),71.20543,V ugm-3
2018-01-02 07:00:00,7,1,28.3,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),94.98684,V ugm-3
2018-01-02 08:00:00,8,1,34.3,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),94.95861,V ugm-3
2018-01-02 09:00:00,9,1,30.6,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),111.53176,V ugm-3
2018-01-02 10:00:00,10,1,31,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),110.77708,V ugm-3
2018-01-02 11:00:00,11,1,32.2,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS),124.34469,V ugm-3
2018-01-02 12:00:00,12,1,27.8,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),116.2387,V ugm-3
2018-01-02 13:00:00,13,1,22.5,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS),115.88469,V ugm-3
2018-01-02 14:00:00,14,1,17.6,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),103.99635,V ugm-3
2018-01-02 15:00:00,15,1,14.8,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),100.6206,V ugm-3
2018-01-02 16:00:00,16,1,21.6,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),108.15159,V ugm-3
2018-01-02 17:00:00,17,1,30.4,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),120.25116,V ugm-3
2018-01-02 18:00:00,18,1,43.3,V ugm-3 (TEOM FDMS),22.1,V ugm-3 (TEOM FDMS),114.14649,V ugm-3
2018-01-02 19:00:00,19,1,49.3,V ugm-3 (TEOM FDMS),22.2,V ugm-3 (TEOM FDMS),119.71571,V ugm-3
2018-01-02 20:00:00,20,1,41.8,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),79.64722,V ugm-3
2018-01-02 21:00:00,21,1,39.1,V ugm-3 (TEOM FDMS),13.9,V ugm-3 (TEOM FDMS),74.88279,V ugm-3
2018-01-02 22:00:00,22,1,22.6,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),46.32946,V ugm-3
2018-01-02 23:00:00,23,1,7.6,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),42.3826,V ugm-3
2018-01-03 00:00:00,0,2,12.4,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),38.04465,V ugm-3
2018-01-03 01:00:00,1,2,14.8,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),56.23737,V ugm-3
2018-01-03 02:00:00,2,2,16.2,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),34.64378,V ugm-3
2018-01-03 03:00:00,3,2,10.4,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),24.37776,V ugm-3
2018-01-03 04:00:00,4,2,11.4,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),23.83044,V ugm-3
2018-01-03 05:00:00,5,2,19.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),25.85518,V ugm-3
2018-01-03 06:00:00,6,2,13.9,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),37.23673,V ugm-3
2018-01-03 07:00:00,7,2,16.5,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),51.85457,V ugm-3
2018-01-03 08:00:00,8,2,19.1,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),77.30189,V ugm-3
2018-01-03 09:00:00,9,2,22.1,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),68.92776,V ugm-3
2018-01-03 10:00:00,10,2,23.9,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS),94.73131,V ugm-3
2018-01-03 11:00:00,11,2,30.1,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),77.16196,V ugm-3
2018-01-03 12:00:00,12,2,29.3,V ugm-3 (TEOM FDMS),13.4,V ugm-3 (TEOM FDMS),71.49405,V ugm-3
2018-01-03 13:00:00,13,2,33.4,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),74.3589,V ugm-3
2018-01-03 14:00:00,14,2,30.1,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),61.4027,V ugm-3
2018-01-03 15:00:00,15,2,31.3,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),56.35937,V ugm-3
2018-01-03 16:00:00,16,2,40.1,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS),93.68798,V ugm-3
2018-01-03 17:00:00,17,2,44.4,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS),106.17556,V ugm-3
2018-01-03 18:00:00,18,2,45.2,V ugm-3 (TEOM FDMS),20.8,V ugm-3 (TEOM FDMS),111.59241,V ugm-3
2018-01-03 19:00:00,19,2,43,V ugm-3 (TEOM FDMS),19.6,V ugm-3 (TEOM FDMS),106.57103,V ugm-3
2018-01-03 20:00:00,20,2,42.3,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),96.27324,V ugm-3
2018-01-03 21:00:00,21,2,45.6,V ugm-3 (TEOM FDMS),19.6,V ugm-3 (TEOM FDMS),94.20269,V ugm-3
2018-01-03 22:00:00,22,2,41.7,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS),92.19011,V ugm-3
2018-01-03 23:00:00,23,2,53.2,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS),112.43752,V ugm-3
2018-01-04 00:00:00,0,3,41.6,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),88.95258,V ugm-3
2018-01-04 01:00:00,1,3,37,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS),75.25623,V ugm-3
2018-01-04 02:00:00,2,3,19.6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),62.87501,V ugm-3
2018-01-04 03:00:00,3,3,14.6,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),57.62071,V ugm-3
2018-01-04 04:00:00,4,3,12.3,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),47.11671,V ugm-3
2018-01-04 05:00:00,5,3,15,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),53.55872,V ugm-3
2018-01-04 06:00:00,6,3,15.9,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),77.03227,V ugm-3
2018-01-04 07:00:00,7,3,12.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),88.1889,V ugm-3
2018-01-04 08:00:00,8,3,7.8,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),119.22766,V ugm-3
2018-01-04 09:00:00,9,3,17.9,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),127.66638,V ugm-3
2018-01-04 10:00:00,10,3,21.7,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS),120.19026,V ugm-3
2018-01-04 11:00:00,11,3,21.3,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),137.63838,V ugm-3
2018-01-04 12:00:00,12,3,30.8,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),123.78068,V ugm-3
2018-01-04 13:00:00,13,3,40.1,V ugm-3 (TEOM FDMS),18.8,V ugm-3 (TEOM FDMS),107.47706,V ugm-3
2018-01-04 14:00:00,14,3,34,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS),87.55734,V ugm-3
2018-01-04 15:00:00,15,3,29.9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),89.50525,V ugm-3
2018-01-04 16:00:00,16,3,23.3,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),81.45127,V ugm-3
2018-01-04 17:00:00,17,3,15.4,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),91.24083,V ugm-3
2018-01-04 18:00:00,18,3,12.6,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),102.70565,V ugm-3
2018-01-04 19:00:00,19,3,22.6,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),107.94515,V ugm-3
2018-01-04 20:00:00,20,3,22.8,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),124.23562,V ugm-3
2018-01-04 21:00:00,21,3,24.9,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS),110.35106,V ugm-3
2018-01-04 22:00:00,22,3,24.4,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS),97.64556,V ugm-3
2018-01-04 23:00:00,23,3,21.3,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),102.75639,V ugm-3
2018-01-05 00:00:00,0,4,14,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS),92.29899,V ugm-3
2018-01-05 01:00:00,1,4,13.9,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),92.59939,V ugm-3
2018-01-05 02:00:00,2,4,12.3,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),63.16372,V ugm-3
2018-01-05 03:00:00,3,4,10.4,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),51.22926,V ugm-3
2018-01-05 04:00:00,4,4,11.3,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),56.49991,V ugm-3
2018-01-05 05:00:00,5,4,10.1,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),55.54099,V ugm-3
2018-01-05 06:00:00,6,4,13.3,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),70.51972,V ugm-3
2018-01-05 07:00:00,7,4,22.3,V ugm-3 (TEOM FDMS),9.3,V ugm-3 (TEOM FDMS),111.92477,V ugm-3
2018-01-05 08:00:00,8,4,31.1,V ugm-3 (TEOM FDMS),13.9,V ugm-3 (TEOM FDMS),134.05307,V ugm-3
2018-01-05 09:00:00,9,4,29.7,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS),138.11644,V ugm-3
2018-01-05 10:00:00,10,4,20.6,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS),128.99864,V ugm-3
2018-01-05 11:00:00,11,4,25.1,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS),137.58345,V ugm-3
2018-01-05 12:00:00,12,4,25.2,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),133.07883,V ugm-3
2018-01-05 13:00:00,13,4,28.8,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS),141.89999,V ugm-3
2018-01-05 14:00:00,14,4,28.3,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),121.08485,V ugm-3
2018-01-05 15:00:00,15,4,24.5,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),126.85512,V ugm-3
2018-01-05 16:00:00,16,4,26.4,V ugm-3 (TEOM FDMS),11.3,V ugm-3 (TEOM FDMS),149.20522,V ugm-3
2018-01-05 17:00:00,17,4,28.8,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),104.65359,V ugm-3
2018-01-05 18:00:00,18,4,30.1,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS),141.31741,V ugm-3
2018-01-05 19:00:00,19,4,32.9,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),136.91232,V ugm-3
2018-01-05 20:00:00,20,4,39.2,V ugm-3 (TEOM FDMS),19.5,V ugm-3 (TEOM FDMS),126.64842,V ugm-3
2018-01-05 21:00:00,21,4,41.1,V ugm-3 (TEOM FDMS),24.5,V ugm-3 (TEOM FDMS),132.75559,V ugm-3
2018-01-05 22:00:00,22,4,33.3,V ugm-3 (TEOM FDMS),19.4,V ugm-3 (TEOM FDMS),112.54129,V ugm-3
2018-01-05 23:00:00,23,4,33.2,V ugm-3 (TEOM FDMS),18.7,V ugm-3 (TEOM FDMS),104.1651,V ugm-3
2018-01-06 00:00:00,0,5,38.2,V ugm-3 (TEOM FDMS),18.3,V ugm-3 (TEOM FDMS),114.28415,V ugm-3
2018-01-06 01:00:00,1,5,36.4,V ugm-3 (TEOM FDMS),23.4,V ugm-3 (TEOM FDMS),98.64948,V ugm-3
2018-01-06 02:00:00,2,5,33.9,V ugm-3 (TEOM FDMS),24.3,V ugm-3 (TEOM FDMS),86.92617,V ugm-3
2018-01-06 03:00:00,3,5,29.4,V ugm-3 (TEOM FDMS),21.4,V ugm-3 (TEOM FDMS),79.08094,V ugm-3
2018-01-06 04:00:00,4,5,27,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),74.71375,V ugm-3
2018-01-06 05:00:00,5,5,26,V ugm-3 (TEOM FDMS),18.3,V ugm-3 (TEOM FDMS),70.97242,V ugm-3
2018-01-06 06:00:00,6,5,24.3,V ugm-3 (TEOM FDMS),21.5,V ugm-3 (TEOM FDMS),60.31931,V ugm-3
2018-01-06 07:00:00,7,5,27.8,V ugm-3 (TEOM FDMS),20.6,V ugm-3 (TEOM FDMS),44.14604,V ugm-3
2018-01-06 08:00:00,8,5,30.2,V ugm-3 (TEOM FDMS),22.3,V ugm-3 (TEOM FDMS),46.09167,V ugm-3
2018-01-06 09:00:00,9,5,31.6,V ugm-3 (TEOM FDMS),22.4,V ugm-3 (TEOM FDMS),49.99449,V ugm-3
2018-01-06 10:00:00,10,5,26.6,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),47.45822,V ugm-3
2018-01-06 11:00:00,11,5,24.3,V ugm-3 (TEOM FDMS),18.3,V ugm-3 (TEOM FDMS),50.20021,V ugm-3
2018-01-06 12:00:00,12,5,20.9,V ugm-3 (TEOM FDMS),19.9,V ugm-3 (TEOM FDMS),44.11276,V ugm-3
2018-01-06 13:00:00,13,5,23,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS),42.6166,V ugm-3
2018-01-06 14:00:00,14,5,19.2,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS),43.91371,V ugm-3
2018-01-06 15:00:00,15,5,16.1,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS),39.24889,V ugm-3
2018-01-06 16:00:00,16,5,14.7,V ugm-3 (TEOM FDMS),9.3,V ugm-3 (TEOM FDMS),41.15842,V ugm-3
2018-01-06 17:00:00,17,5,8.2,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),32.68923,V ugm-3
2018-01-06 18:00:00,18,5,11.1,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),32.32482,V ugm-3
2018-01-06 19:00:00,19,5,12.6,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),36.04625,V ugm-3
2018-01-06 20:00:00,20,5,14.5,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),33.43053,V ugm-3
2018-01-06 21:00:00,21,5,12.4,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),29.82947,V ugm-3
2018-01-06 22:00:00,22,5,14.7,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),29.08855,V ugm-3
2018-01-06 23:00:00,23,5,14,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),29.34507,V ugm-3
2018-01-07 00:00:00,0,6,16.2,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),26.92056,V ugm-3
2018-01-07 01:00:00,1,6,13.7,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),25.62977,V ugm-3
2018-01-07 02:00:00,2,6,11.5,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),18.41417,V ugm-3
2018-01-07 03:00:00,3,6,13.1,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),14.39957,V ugm-3
2018-01-07 04:00:00,4,6,10.3,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),13.69735,V ugm-3
2018-01-07 05:00:00,5,6,9.5,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),10.33568,V ugm-3
2018-01-07 06:00:00,6,6,7.7,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),17.12037,V ugm-3
2018-01-07 07:00:00,7,6,7,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),13.19073,V ugm-3
2018-01-07 08:00:00,8,6,8.2,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),20.06352,V ugm-3
2018-01-07 09:00:00,9,6,8.4,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),19.41531,V ugm-3
2018-01-07 10:00:00,10,6,9.3,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),19.66809,V ugm-3
2018-01-07 11:00:00,11,6,11.4,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),20.84073,V ugm-3
2018-01-07 12:00:00,12,6,11.8,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),23.06697,V ugm-3
2018-01-07 13:00:00,13,6,12,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),26.99713,V ugm-3
2018-01-07 14:00:00,14,6,14,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),36.00491,V ugm-3
2018-01-07 15:00:00,15,6,10.6,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),24.30204,V ugm-3
2018-01-07 16:00:00,16,6,12.9,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),30.79095,V ugm-3
2018-01-07 17:00:00,17,6,11.9,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),30.44063,V ugm-3
2018-01-07 18:00:00,18,6,14.3,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),36.53988,V ugm-3
2018-01-07 19:00:00,19,6,12.7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),34.69228,V ugm-3
2018-01-07 20:00:00,20,6,14.5,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),35.92576,V ugm-3
2018-01-07 21:00:00,21,6,13.6,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),36.23781,V ugm-3
2018-01-07 22:00:00,22,6,13.7,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),31.43132,V ugm-3
2018-01-07 23:00:00,23,6,15,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),31.69091,V ugm-3
2018-01-08 00:00:00,0,0,49.7,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),29.66867,V ugm-3
2018-01-08 01:00:00,1,0,25.2,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),21.62986,V ugm-3
2018-01-08 02:00:00,2,0,13.9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),17.55225,V ugm-3
2018-01-08 03:00:00,3,0,15.4,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),24.32164,V ugm-3
2018-01-08 04:00:00,4,0,16.9,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),21.34998,V ugm-3
2018-01-08 05:00:00,5,0,16.5,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),25.54728,V ugm-3
2018-01-08 06:00:00,6,0,19.8,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),31.23738,V ugm-3
2018-01-08 07:00:00,7,0,20.8,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS),56.42309,V ugm-3
2018-01-08 08:00:00,8,0,22.1,V ugm-3 (TEOM FDMS),14.4,V ugm-3 (TEOM FDMS),48.47746,V ugm-3
2018-01-08 09:00:00,9,0,24.8,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS),76.89648,V ugm-3
2018-01-08 10:00:00,10,0,31.5,V ugm-3 (TEOM FDMS),16.5,V ugm-3 (TEOM FDMS),101.10278,V ugm-3
2018-01-08 11:00:00,11,0,27.6,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),71.99437,V ugm-3
2018-01-08 12:00:00,12,0,29.3,V ugm-3 (TEOM FDMS),17.4,V ugm-3 (TEOM FDMS),93.3476,V ugm-3
2018-01-08 13:00:00,13,0,30.9,V ugm-3 (TEOM FDMS),17.4,V ugm-3 (TEOM FDMS),86.52926,V ugm-3
2018-01-08 14:00:00,14,0,28.6,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS),92.23425,V ugm-3
2018-01-08 15:00:00,15,0,25.4,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),86.02204,V ugm-3
2018-01-08 16:00:00,16,0,27.9,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),85.94005,V ugm-3
2018-01-08 17:00:00,17,0,27.8,V ugm-3 (TEOM FDMS),18.3,V ugm-3 (TEOM FDMS),80.04183,V ugm-3
2018-01-08 18:00:00,18,0,25.8,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS),98.36789,V ugm-3
2018-01-08 19:00:00,19,0,26.7,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),93.88588,V ugm-3
2018-01-08 20:00:00,20,0,28.4,V ugm-3 (TEOM FDMS),17.3,V ugm-3 (TEOM FDMS),83.37829,V ugm-3
2018-01-08 21:00:00,21,0,31.7,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),60.83547,V ugm-3
2018-01-08 22:00:00,22,0,35.2,V ugm-3 (TEOM FDMS),21.2,V ugm-3 (TEOM FDMS),59.81762,V ugm-3
2018-01-08 23:00:00,23,0,36.3,V ugm-3 (TEOM FDMS),22.3,V ugm-3 (TEOM FDMS),54.78625,V ugm-3
2018-01-09 00:00:00,0,1,35.8,V ugm-3 (TEOM FDMS),24.1,V ugm-3 (TEOM FDMS),56.50853,V ugm-3
2018-01-09 01:00:00,1,1,34,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),48.56116,V ugm-3
2018-01-09 02:00:00,2,1,29,V ugm-3 (TEOM FDMS),22.9,V ugm-3 (TEOM FDMS),46.95228,V ugm-3
