Hourly measurement data supplied by UK-air on 28/02/2021
All Data GMT hour ending. "No data" is used to indicate missing data for that time.
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Rochester Stoke",,,,,
Date Time,Hour of Day,Day of Week,PM10 particulate matter (Hourly measured),Status PM10,PM2.5 particulate matter (Hourly measured),Status PM2.5,Nitrogen dioxide,Status NO2
2018-01-01 00:00:00,0,6,No data,N ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3
2018-01-01 01:00:00,1,0,11.3,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),1.17542,V ugm-3
2018-01-01 02:00:00,2,0,8.7,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),1.17568,V ugm-3
2018-01-01 03:00:00,3,0,5.8,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),1.26732,V ugm-3
2018-01-01 04:00:00,4,0,8.3,V ugm-3 (TEOM FDMS),-2.2,V ugm-3 (TEOM FDMS),1.87301,V ugm-3
2018-01-01 05:00:00,5,0,6.9,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),1.59809,V ugm-3
2018-01-01 06:00:00,6,0,8.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),1.65297,V ugm-3
2018-01-01 07:00:00,7,0,11.2,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),2.69921,V ugm-3
2018-01-01 08:00:00,8,0,14.8,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),2.97528,V ugm-3
2018-01-01 09:00:00,9,0,20.8,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),4.73774,V ugm-3
2018-01-01 10:00:00,10,0,22,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),5.28892,V ugm-3
2018-01-01 11:00:00,11,0,18.8,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),5.84001,V ugm-3
2018-01-01 12:00:00,12,0,12.3,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS),8.26315,V ugm-3
2018-01-01 13:00:00,13,0,7.7,V ugm-3 (TEOM FDMS),-0.4,V ugm-3 (TEOM FDMS),7.32717,V ugm-3
2018-01-01 14:00:00,14,0,8.2,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),10.79692,V ugm-3
2018-01-01 15:00:00,15,0,6.3,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),9.7505,V ugm-3
2018-01-01 16:00:00,16,0,8,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),11.29274,V ugm-3
2018-01-01 17:00:00,17,0,5.8,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),10.57632,V ugm-3
2018-01-01 18:00:00,18,0,9.2,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),15.25821,V ugm-3
2018-01-01 19:00:00,19,0,10.7,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),14.43173,V ugm-3
2018-01-01 20:00:00,20,0,9,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),10.52114,V ugm-3
2018-01-01 21:00:00,21,0,9.6,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),10.46587,V ugm-3
2018-01-01 22:00:00,22,0,9.1,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),8.81366,V ugm-3
2018-01-01 23:00:00,23,0,10.3,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),6.44484,V ugm-3
2018-01-02 00:00:00,0,1,10.3,V ugm-3 (TEOM FDMS),-0.6,V ugm-3 (TEOM FDMS),6.00429,V ugm-3
2018-01-02 01:00:00,1,1,7.9,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),5.65745,V ugm-3
2018-01-02 02:00:00,2,1,11.7,V ugm-3 (TEOM FDMS),-0.4,V ugm-3 (TEOM FDMS),7.05398,V ugm-3
2018-01-02 03:00:00,3,1,8.6,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),4.79457,V ugm-3
2018-01-02 04:00:00,4,1,12.1,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),4.02322,V ugm-3
2018-01-02 05:00:00,5,1,11.5,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),4.51852,V ugm-3
2018-01-02 06:00:00,6,1,11.9,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),3.96758,V ugm-3
2018-01-02 07:00:00,7,1,16.9,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),7.88036,V ugm-3
2018-01-02 08:00:00,8,1,16.1,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),16.25641,V ugm-3
2018-01-02 09:00:00,9,1,18.2,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),19.45279,V ugm-3
2018-01-02 10:00:00,10,1,15.8,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),25.4055,V ugm-3
2018-01-02 11:00:00,11,1,17.1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),20.0058,V ugm-3
2018-01-02 12:00:00,12,1,24.7,V ugm-3 (TEOM FDMS),-0.3,V ugm-3 (TEOM FDMS),13.61235,V ugm-3
2018-01-02 13:00:00,13,1,12.1,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),9.31439,V ugm-3
2018-01-02 14:00:00,14,1,10.9,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),7.88128,V ugm-3
2018-01-02 15:00:00,15,1,8.8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7.21952,V ugm-3
2018-01-02 16:00:00,16,1,3.1,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11.18679,V ugm-3
2018-01-02 17:00:00,17,1,11.3,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),12.34378,V ugm-3
2018-01-02 18:00:00,18,1,14.8,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),16.20123,V ugm-3
2018-01-02 19:00:00,19,1,23.6,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),17.30289,V ugm-3
2018-01-02 20:00:00,20,1,33.5,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),12.01317,V ugm-3
2018-01-02 21:00:00,21,1,33.3,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),10.69133,V ugm-3
2018-01-02 22:00:00,22,1,24.1,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),13.28121,V ugm-3
2018-01-02 23:00:00,23,1,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15.26572,V ugm-3
2018-01-03 00:00:00,0,2,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),5.95225,V ugm-3
2018-01-03 01:00:00,1,2,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),1.69086,V ugm-3
2018-01-03 02:00:00,2,2,15.4,V ugm-3 (TEOM FDMS),0.3,V ugm-3 (TEOM FDMS),0.88252,V ugm-3
2018-01-03 03:00:00,3,2,10.9,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),0.66172,V ugm-3
2018-01-03 04:00:00,4,2,6.2,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),2.09518,V ugm-3
2018-01-03 05:00:00,5,2,19.5,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),1.21313,V ugm-3
2018-01-03 06:00:00,6,2,15,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),2.03988,V ugm-3
2018-01-03 07:00:00,7,2,15.7,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),3.08735,V ugm-3
2018-01-03 08:00:00,8,2,12.2,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),5.0167,V ugm-3
2018-01-03 09:00:00,9,2,14.8,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),6.39474,V ugm-3
2018-01-03 10:00:00,10,2,13.8,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),7.60788,V ugm-3
2018-01-03 11:00:00,11,2,20,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6.2853,V ugm-3
2018-01-03 12:00:00,12,2,23.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),7.44325,V ugm-3
2018-01-03 13:00:00,13,2,No data,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),8.60114,V ugm-3
2018-01-03 14:00:00,14,2,21.6,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),8.04927,V ugm-3
2018-01-03 15:00:00,15,2,21.6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),8.3799,V ugm-3
2018-01-03 16:00:00,16,2,25.1,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),8.32438,V ugm-3
2018-01-03 17:00:00,17,2,27.8,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),8.10359,V ugm-3
2018-01-03 18:00:00,18,2,29.1,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),7.49723,V ugm-3
2018-01-03 19:00:00,19,2,28,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),6.17454,V ugm-3
2018-01-03 20:00:00,20,2,30.9,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),6.00899,V ugm-3
2018-01-03 21:00:00,21,2,31.4,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),5.51293,V ugm-3
2018-01-03 22:00:00,22,2,34.6,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),3.41804,V ugm-3
2018-01-03 23:00:00,23,2,31.6,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),2.8668,V ugm-3
2018-01-04 00:00:00,0,3,29.9,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),2.09506,V ugm-3
2018-01-04 01:00:00,1,3,29,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),3.01481,V ugm-3
2018-01-04 02:00:00,2,3,28.8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),3.97099,V ugm-3
2018-01-04 03:00:00,3,3,22.6,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),4.24637,V ugm-3
2018-01-04 04:00:00,4,3,13.4,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),4.08113,V ugm-3
2018-01-04 05:00:00,5,3,11.9,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),5.6804,V ugm-3
2018-01-04 06:00:00,6,3,13.6,V ugm-3 (TEOM FDMS),-0.8,V ugm-3 (TEOM FDMS),9.26502,V ugm-3
2018-01-04 07:00:00,7,3,11.3,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),13.23578,V ugm-3
2018-01-04 08:00:00,8,3,10.6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),19.96411,V ugm-3
2018-01-04 09:00:00,9,3,5.2,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),17.92382,V ugm-3
2018-01-04 10:00:00,10,3,5.5,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),18.91694,V ugm-3
2018-01-04 11:00:00,11,3,6,V ugm-3 (TEOM FDMS),-0.3,V ugm-3 (TEOM FDMS),26.75004,V ugm-3
2018-01-04 12:00:00,12,3,11.6,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),14.83601,V ugm-3
2018-01-04 13:00:00,13,3,19.5,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),7.44573,V ugm-3
2018-01-04 14:00:00,14,3,19.1,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4.74299,V ugm-3
2018-01-04 15:00:00,15,3,18.9,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),2.75766,V ugm-3
2018-01-04 16:00:00,16,3,14.3,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),3.69518,V ugm-3
2018-01-04 17:00:00,17,3,15.2,V ugm-3 (TEOM FDMS),-3.3,V ugm-3 (TEOM FDMS),6.89358,V ugm-3
2018-01-04 18:00:00,18,3,7.8,V ugm-3 (TEOM FDMS),-1.8,V ugm-3 (TEOM FDMS),13.07015,V ugm-3
2018-01-04 19:00:00,19,3,8.3,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),9.87148,V ugm-3
2018-01-04 20:00:00,20,3,8.3,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),7.83107,V ugm-3
2018-01-04 21:00:00,21,3,10.5,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),4.19146,V ugm-3
2018-01-04 22:00:00,22,3,14.8,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),3.58481,V ugm-3
2018-01-04 23:00:00,23,3,13.6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),6.61785,V ugm-3
2018-01-05 00:00:00,0,4,12,V ugm-3 (TEOM FDMS),-0.2,V ugm-3 (TEOM FDMS),6.3422,V ugm-3
2018-01-05 01:00:00,1,4,7.8,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),6.98816,V ugm-3
2018-01-05 02:00:00,2,4,10.9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),10.59262,V ugm-3
2018-01-05 03:00:00,3,4,10.8,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),7.39274,V ugm-3
2018-01-05 04:00:00,4,4,9.5,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),2.26205,V ugm-3
2018-01-05 05:00:00,5,4,7.6,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),2.53786,V ugm-3
2018-01-05 06:00:00,6,4,9.8,V ugm-3 (TEOM FDMS),-2.8,V ugm-3 (TEOM FDMS),5.18593,V ugm-3
2018-01-05 07:00:00,7,4,13.8,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),11.25454,V ugm-3
2018-01-05 08:00:00,8,4,19.4,V ugm-3 (TEOM FDMS),0.1,V ugm-3 (TEOM FDMS),18.53669,V ugm-3
2018-01-05 09:00:00,9,4,22.5,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),23.88832,V ugm-3
2018-01-05 10:00:00,10,4,11.9,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),14.67514,V ugm-3
2018-01-05 11:00:00,11,4,7,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS),13.29594,V ugm-3
2018-01-05 12:00:00,12,4,12.5,V ugm-3 (TEOM FDMS),-0.7,V ugm-3 (TEOM FDMS),16.49636,V ugm-3
2018-01-05 13:00:00,13,4,11.2,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),8.22078,V ugm-3
2018-01-05 14:00:00,14,4,13.8,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),6.17938,V ugm-3
2018-01-05 15:00:00,15,4,7.5,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),5.62751,V ugm-3
2018-01-05 16:00:00,16,4,6.9,V ugm-3 (TEOM FDMS),-0.9,V ugm-3 (TEOM FDMS),7.00656,V ugm-3
2018-01-05 17:00:00,17,4,7,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),10.8683,V ugm-3
2018-01-05 18:00:00,18,4,6,V ugm-3 (TEOM FDMS),0.9,V ugm-3 (TEOM FDMS),15.33697,V ugm-3
2018-01-05 19:00:00,19,4,9.1,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),14.06812,V ugm-3
2018-01-05 20:00:00,20,4,9.5,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),13.79228,V ugm-3
2018-01-05 21:00:00,21,4,10.7,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),15.44735,V ugm-3
2018-01-05 22:00:00,22,4,12.7,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),18.48158,V ugm-3
2018-01-05 23:00:00,23,4,13.9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),24.55013,V ugm-3
2018-01-06 00:00:00,0,5,13.6,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),27.41901,V ugm-3
2018-01-06 01:00:00,1,5,13.1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),22.88559,V ugm-3
2018-01-06 02:00:00,2,5,16.9,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),17.80808,V ugm-3
2018-01-06 03:00:00,3,5,12.1,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),14.68063,V ugm-3
2018-01-06 04:00:00,4,5,15.7,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),22.02094,V ugm-3
2018-01-06 05:00:00,5,5,15.8,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),27.15365,V ugm-3
2018-01-06 06:00:00,6,5,21,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),30.07873,V ugm-3
2018-01-06 07:00:00,7,5,31.6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),29.03012,V ugm-3
2018-01-06 08:00:00,8,5,29.6,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),30.35469,V ugm-3
2018-01-06 09:00:00,9,5,22.8,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS),24.22856,V ugm-3
2018-01-06 10:00:00,10,5,17.7,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),20.14447,V ugm-3
2018-01-06 11:00:00,11,5,15.8,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS),17.32976,V ugm-3
2018-01-06 12:00:00,12,5,17.5,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),17.27458,V ugm-3
2018-01-06 13:00:00,13,5,21.3,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),18.70953,V ugm-3
2018-01-06 14:00:00,14,5,15.7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),14.8462,V ugm-3
2018-01-06 15:00:00,15,5,19.7,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS),17.16419,V ugm-3
2018-01-06 16:00:00,16,5,12.1,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS),12.25226,V ugm-3
2018-01-06 17:00:00,17,5,10.3,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),4.96713,V ugm-3
2018-01-06 18:00:00,18,5,10.6,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),4.5808,V ugm-3
2018-01-06 19:00:00,19,5,12.5,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),5.90537,V ugm-3
2018-01-06 20:00:00,20,5,12.7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),7.4507,V ugm-3
2018-01-06 21:00:00,21,5,14.1,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),5.62942,V ugm-3
2018-01-06 22:00:00,22,5,16.7,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),5.62942,V ugm-3
2018-01-06 23:00:00,23,5,17.7,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS),3.64256,V ugm-3
2018-01-07 00:00:00,0,6,16.4,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),3.91851,V ugm-3
2018-01-07 01:00:00,1,6,15.2,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),2.79728,V ugm-3
2018-01-07 02:00:00,2,6,14.3,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),1.98739,V ugm-3
2018-01-07 03:00:00,3,6,14.2,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),2.70525,V ugm-3
2018-01-07 04:00:00,4,6,11.5,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),2.59483,V ugm-3
2018-01-07 05:00:00,5,6,9.4,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),5.24506,V ugm-3
2018-01-07 06:00:00,6,6,12.3,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),4.47198,V ugm-3
2018-01-07 07:00:00,7,6,12.3,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),7.72933,V ugm-3
2018-01-07 08:00:00,8,6,14.6,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),2.48442,V ugm-3
2018-01-07 09:00:00,9,6,14.8,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),3.25717,V ugm-3
2018-01-07 10:00:00,10,6,282.3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10.3233,V ugm-3
2018-01-07 11:00:00,11,6,107.8,V ugm-3 (TEOM FDMS),103.7,V ugm-3 (TEOM FDMS),10.70968,V ugm-3
2018-01-07 12:00:00,12,6,38.8,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),3.47785,V ugm-3
2018-01-07 13:00:00,13,6,26,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),2.92576,V ugm-3
2018-01-07 14:00:00,14,6,24.2,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS),2.37377,V ugm-3
2018-01-07 15:00:00,15,6,24.6,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),2.81555,V ugm-3
2018-01-07 16:00:00,16,6,21.6,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),2.09792,V ugm-3
2018-01-07 17:00:00,17,6,17,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS),3.14697,V ugm-3
2018-01-07 18:00:00,18,6,19.5,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),3.75425,V ugm-3
2018-01-07 19:00:00,19,6,17,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),4.36155,V ugm-3
2018-01-07 20:00:00,20,6,19.3,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),6.23877,V ugm-3
2018-01-07 21:00:00,21,6,19.2,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),3.80947,V ugm-3
2018-01-07 22:00:00,22,6,16.6,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),7.89518,V ugm-3
2018-01-07 23:00:00,23,6,16.9,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),7.06698,V ugm-3
2018-01-08 00:00:00,0,0,16.4,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS),7.78474,V ugm-3
2018-01-08 01:00:00,1,0,20.6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),8.46888,V ugm-3
2018-01-08 02:00:00,2,0,18.9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),8.83696,V ugm-3
2018-01-08 03:00:00,3,0,17.4,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),6.6276,V ugm-3
2018-01-08 04:00:00,4,0,13.9,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS),5.68884,V ugm-3
2018-01-08 05:00:00,5,0,12.1,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),6.29639,V ugm-3
2018-01-08 06:00:00,6,0,16.6,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),6.95916,V ugm-3
2018-01-08 07:00:00,7,0,15,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),5.4124,V ugm-3
2018-01-08 08:00:00,8,0,15.1,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),5.35725,V ugm-3
2018-01-08 09:00:00,9,0,13.8,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),4.85998,V ugm-3
2018-01-08 10:00:00,10,0,16,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),4.85998,V ugm-3
2018-01-08 11:00:00,11,0,14.9,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),5.6335,V ugm-3
2018-01-08 12:00:00,12,0,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6.07514,V ugm-3
2018-01-08 13:00:00,13,0,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6.90351,V ugm-3
2018-01-08 14:00:00,14,0,15.5,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),8.67097,V ugm-3
2018-01-08 15:00:00,15,0,13.8,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10.82504,V ugm-3
2018-01-08 16:00:00,16,0,14.4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11.54297,V ugm-3
2018-01-08 17:00:00,17,0,16.6,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),15.29907,V ugm-3
2018-01-08 18:00:00,18,0,17.5,V ugm-3 (TEOM FDMS),13.4,V ugm-3 (TEOM FDMS),12.31649,V ugm-3
2018-01-08 19:00:00,19,0,20.4,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),16.07262,V ugm-3
2018-01-08 20:00:00,20,0,21.6,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS),16.84564,V ugm-3
2018-01-08 21:00:00,21,0,20.6,V ugm-3 (TEOM FDMS),17.2,V ugm-3 (TEOM FDMS),19.22076,V ugm-3
2018-01-08 22:00:00,22,0,27.4,V ugm-3 (TEOM FDMS),21.3,V ugm-3 (TEOM FDMS),23.30814,V ugm-3
2018-01-08 23:00:00,23,0,25.8,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS),26.17984,V ugm-3
2018-01-09 00:00:00,0,1,22.3,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS),22.53448,V ugm-3
2018-01-09 01:00:00,1,1,23.3,V ugm-3 (TEOM FDMS),19.1,V ugm-3 (TEOM FDMS),22.69064,V ugm-3
2018-01-09 02:00:00,2,1,25.3,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS),29.10002,V ugm-3
