Hourly measurement data supplied by UK-air on 28/02/2021
All Data GMT hour ending. "No data" is used to indicate missing data for that time.
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Rochester Stoke",,,,,
Date Time,Hour of Day,Day of Week,PM10 particulate matter (Hourly measured),Status PM10,PM2.5 particulate matter (Hourly measured),Status PM2.5,Nitrogen dioxide,Status NO2
2020-03-22 12:00:00,12,6,15.925,V ugm-3 (FIDAS),10.684,V ugm-3 (Ref.eq),3.08258,V ugm-3
2020-03-22 13:00:00,13,6,16.725,V ugm-3 (FIDAS),10.826,V ugm-3 (Ref.eq),3.08396,V ugm-3
2020-03-22 14:00:00,14,6,16.2,V ugm-3 (FIDAS),10.731,V ugm-3 (Ref.eq),3.91957,V ugm-3
2020-03-22 15:00:00,15,6,16.725,V ugm-3 (FIDAS),10.802,V ugm-3 (Ref.eq),4.0889,V ugm-3
2020-03-22 16:00:00,16,6,16.775,V ugm-3 (FIDAS),10.731,V ugm-3 (Ref.eq),4.43033,V ugm-3
2020-03-22 17:00:00,17,6,17.375,V ugm-3 (FIDAS),11.203,V ugm-3 (Ref.eq),4.82913,V ugm-3
2020-03-22 18:00:00,18,6,17.775,V ugm-3 (FIDAS),11.368,V ugm-3 (Ref.eq),5.96123,V ugm-3
2020-03-22 19:00:00,19,6,20.075,V ugm-3 (FIDAS),11.698,V ugm-3 (Ref.eq),14.9746,V ugm-3
2020-03-22 20:00:00,20,6,19.925,V ugm-3 (FIDAS),11.769,V ugm-3 (Ref.eq),25.63017,V ugm-3
2020-03-22 21:00:00,21,6,19.725,V ugm-3 (FIDAS),11.651,V ugm-3 (Ref.eq),15.93185,V ugm-3
2020-03-22 22:00:00,22,6,20,V ugm-3 (FIDAS),11.344,V ugm-3 (Ref.eq),7.31175,V ugm-3
2020-03-22 23:00:00,23,6,18.425,V ugm-3 (FIDAS),10.896,V ugm-3 (Ref.eq),8.20473,V ugm-3
2020-03-23 00:00:00,0,0,18.675,V ugm-3 (FIDAS),11.25,V ugm-3 (Ref.eq),9.27256,V ugm-3
2020-03-23 01:00:00,1,0,19.875,V ugm-3 (FIDAS),11.698,V ugm-3 (Ref.eq),9.56515,V ugm-3
2020-03-23 02:00:00,2,0,18.15,V ugm-3 (FIDAS),11.25,V ugm-3 (Ref.eq),10.46089,V ugm-3
2020-03-23 03:00:00,3,0,16.8,V ugm-3 (FIDAS),10.472,V ugm-3 (Ref.eq),10.16277,V ugm-3
2020-03-23 04:00:00,4,0,14.925,V ugm-3 (FIDAS),9.906,V ugm-3 (Ref.eq),8.71134,V ugm-3
2020-03-23 05:00:00,5,0,13.8,V ugm-3 (FIDAS),8.797,V ugm-3 (Ref.eq),8.92146,V ugm-3
2020-03-23 06:00:00,6,0,12.4,V ugm-3 (FIDAS),8.066,V ugm-3 (Ref.eq),10.05495,V ugm-3
2020-03-23 07:00:00,7,0,13.625,V ugm-3 (FIDAS),8.326,V ugm-3 (Ref.eq),14.17149,V ugm-3
2020-03-23 08:00:00,8,0,16.35,V ugm-3 (FIDAS),9.505,V ugm-3 (Ref.eq),11.27763,V ugm-3
2020-03-23 09:00:00,9,0,15.025,V ugm-3 (FIDAS),9.057,V ugm-3 (Ref.eq),8.48259,V ugm-3
2020-03-23 10:00:00,10,0,13.525,V ugm-3 (FIDAS),8.561,V ugm-3 (Ref.eq),5.36547,V ugm-3
2020-03-23 11:00:00,11,0,13.95,V ugm-3 (FIDAS),9.505,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 12:00:00,12,0,14.625,V ugm-3 (FIDAS),10.236,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 13:00:00,13,0,16.775,V ugm-3 (FIDAS),11.226,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 14:00:00,14,0,18.925,V ugm-3 (FIDAS),12.547,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 15:00:00,15,0,20.25,V ugm-3 (FIDAS),13.538,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 16:00:00,16,0,19.825,V ugm-3 (FIDAS),13.774,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 17:00:00,17,0,20.45,V ugm-3 (FIDAS),13.75,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 18:00:00,18,0,20.8,V ugm-3 (FIDAS),13.349,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 19:00:00,19,0,18.925,V ugm-3 (FIDAS),12.123,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 20:00:00,20,0,25,V ugm-3 (FIDAS),16.745,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 21:00:00,21,0,29.025,V ugm-3 (FIDAS),18.443,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 22:00:00,22,0,31.425,V ugm-3 (FIDAS),20.212,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-23 23:00:00,23,0,31.775,V ugm-3 (FIDAS),21.014,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 00:00:00,0,1,30.1,V ugm-3 (FIDAS),21.958,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 01:00:00,1,1,23.225,V ugm-3 (FIDAS),16.745,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 02:00:00,2,1,18.775,V ugm-3 (FIDAS),13.326,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 03:00:00,3,1,19.725,V ugm-3 (FIDAS),12.736,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 04:00:00,4,1,18.45,V ugm-3 (FIDAS),11.392,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 05:00:00,5,1,17.775,V ugm-3 (FIDAS),11.109,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 06:00:00,6,1,18.725,V ugm-3 (FIDAS),11.722,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 07:00:00,7,1,21.325,V ugm-3 (FIDAS),13.184,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 08:00:00,8,1,25.75,V ugm-3 (FIDAS),13.774,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 09:00:00,9,1,24.325,V ugm-3 (FIDAS),13.491,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 10:00:00,10,1,22.575,V ugm-3 (FIDAS),13.137,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 11:00:00,11,1,20.825,V ugm-3 (FIDAS),12.854,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 12:00:00,12,1,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 13:00:00,13,1,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 14:00:00,14,1,20.675,V ugm-3 (FIDAS),14.009,V ugm-3 (Ref.eq),0.43031,V ugm-3
2020-03-24 15:00:00,15,1,18.45,V ugm-3 (FIDAS),13.278,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 16:00:00,16,1,19.425,V ugm-3 (FIDAS),12.594,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 17:00:00,17,1,17.825,V ugm-3 (FIDAS),11.863,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-24 18:00:00,18,1,24.725,V ugm-3 (FIDAS),12.571,V ugm-3 (Ref.eq),4.92469,V ugm-3
2020-03-24 19:00:00,19,1,26.275,V ugm-3 (FIDAS),13.208,V ugm-3 (Ref.eq),6.885,V ugm-3
2020-03-24 20:00:00,20,1,31.85,V ugm-3 (FIDAS),18.561,V ugm-3 (Ref.eq),16.78219,V ugm-3
2020-03-24 21:00:00,21,1,40.125,V ugm-3 (FIDAS),27.877,V ugm-3 (Ref.eq),27.25313,V ugm-3
2020-03-24 22:00:00,22,1,46.4,V ugm-3 (FIDAS),34.198,V ugm-3 (Ref.eq),24.04969,V ugm-3
2020-03-24 23:00:00,23,1,42.7,V ugm-3 (FIDAS),32.712,V ugm-3 (Ref.eq),20.84625,V ugm-3
2020-03-25 00:00:00,0,2,43.15,V ugm-3 (FIDAS),33.326,V ugm-3 (Ref.eq),21.89813,V ugm-3
2020-03-25 01:00:00,1,2,44.375,V ugm-3 (FIDAS),34.788,V ugm-3 (Ref.eq),34.80594,V ugm-3
2020-03-25 02:00:00,2,2,48.275,V ugm-3 (FIDAS),38.538,V ugm-3 (Ref.eq),31.67023,V ugm-3
2020-03-25 03:00:00,3,2,45.75,V ugm-3 (FIDAS),36.675,V ugm-3 (Ref.eq),34.59764,V ugm-3
2020-03-25 04:00:00,4,2,41.825,V ugm-3 (FIDAS),33.844,V ugm-3 (Ref.eq),32.15202,V ugm-3
2020-03-25 05:00:00,5,2,31.925,V ugm-3 (FIDAS),24.906,V ugm-3 (Ref.eq),31.43083,V ugm-3
2020-03-25 06:00:00,6,2,24.4,V ugm-3 (FIDAS),17.382,V ugm-3 (Ref.eq),23.03282,V ugm-3
2020-03-25 07:00:00,7,2,23.25,V ugm-3 (FIDAS),15.896,V ugm-3 (Ref.eq),22.69874,V ugm-3
2020-03-25 08:00:00,8,2,25.675,V ugm-3 (FIDAS),15.849,V ugm-3 (Ref.eq),17.039,V ugm-3
2020-03-25 09:00:00,9,2,27.75,V ugm-3 (FIDAS),16.84,V ugm-3 (Ref.eq),10.99162,V ugm-3
2020-03-25 10:00:00,10,2,25.85,V ugm-3 (FIDAS),18.137,V ugm-3 (Ref.eq),10.65603,V ugm-3
2020-03-25 11:00:00,11,2,27.725,V ugm-3 (FIDAS),20.024,V ugm-3 (Ref.eq),10.46449,V ugm-3
2020-03-25 12:00:00,12,2,24.95,V ugm-3 (FIDAS),19.882,V ugm-3 (Ref.eq),6.24,V ugm-3
2020-03-25 13:00:00,13,2,26.9,V ugm-3 (FIDAS),21.368,V ugm-3 (Ref.eq),7.10384,V ugm-3
2020-03-25 14:00:00,14,2,32.725,V ugm-3 (FIDAS),24.906,V ugm-3 (Ref.eq),9.74496,V ugm-3
2020-03-25 15:00:00,15,2,34.15,V ugm-3 (FIDAS),27.689,V ugm-3 (Ref.eq),13.92021,V ugm-3
2020-03-25 16:00:00,16,2,34.775,V ugm-3 (FIDAS),28.42,V ugm-3 (Ref.eq),16.84671,V ugm-3
2020-03-25 17:00:00,17,2,33.525,V ugm-3 (FIDAS),27.241,V ugm-3 (Ref.eq),9.93437,V ugm-3
2020-03-25 18:00:00,18,2,31.875,V ugm-3 (FIDAS),25.354,V ugm-3 (Ref.eq),16.3158,V ugm-3
2020-03-25 19:00:00,19,2,26.075,V ugm-3 (FIDAS),20.637,V ugm-3 (Ref.eq),7.4859,V ugm-3
2020-03-25 20:00:00,20,2,26.05,V ugm-3 (FIDAS),19.976,V ugm-3 (Ref.eq),13.57986,V ugm-3
2020-03-25 21:00:00,21,2,30.975,V ugm-3 (FIDAS),24.434,V ugm-3 (Ref.eq),20.44166,V ugm-3
2020-03-25 22:00:00,22,2,45.875,V ugm-3 (FIDAS),36.038,V ugm-3 (Ref.eq),26.82366,V ugm-3
2020-03-25 23:00:00,23,2,40.2,V ugm-3 (FIDAS),31.958,V ugm-3 (Ref.eq),23.84907,V ugm-3
2020-03-26 00:00:00,0,3,41.85,V ugm-3 (FIDAS),33.632,V ugm-3 (Ref.eq),19.14644,V ugm-3
2020-03-26 01:00:00,1,3,44.45,V ugm-3 (FIDAS),34.953,V ugm-3 (Ref.eq),17.59407,V ugm-3
2020-03-26 02:00:00,2,3,45.2,V ugm-3 (FIDAS),36.958,V ugm-3 (Ref.eq),10.78767,V ugm-3
2020-03-26 03:00:00,3,3,47.825,V ugm-3 (FIDAS),37.547,V ugm-3 (Ref.eq),8.37975,V ugm-3
2020-03-26 04:00:00,4,3,52.1,V ugm-3 (FIDAS),41.84,V ugm-3 (Ref.eq),14.25522,V ugm-3
2020-03-26 05:00:00,5,3,54.15,V ugm-3 (FIDAS),43.986,V ugm-3 (Ref.eq),20.95103,V ugm-3
2020-03-26 06:00:00,6,3,52.9,V ugm-3 (FIDAS),42.925,V ugm-3 (Ref.eq),19.41119,V ugm-3
2020-03-26 07:00:00,7,3,50.725,V ugm-3 (FIDAS),41.462,V ugm-3 (Ref.eq),15.75158,V ugm-3
2020-03-26 08:00:00,8,3,50.8,V ugm-3 (FIDAS),41.557,V ugm-3 (Ref.eq),16.09334,V ugm-3
2020-03-26 09:00:00,9,3,54.025,V ugm-3 (FIDAS),40.566,V ugm-3 (Ref.eq),13.15603,V ugm-3
2020-03-26 10:00:00,10,3,46.675,V ugm-3 (FIDAS),34.953,V ugm-3 (Ref.eq),10.84336,V ugm-3
2020-03-26 11:00:00,11,3,38.975,V ugm-3 (FIDAS),26.722,V ugm-3 (Ref.eq),9.10709,V ugm-3
2020-03-26 12:00:00,12,3,41.05,V ugm-3 (FIDAS),27.665,V ugm-3 (Ref.eq),9.95608,V ugm-3
2020-03-26 13:00:00,13,3,35.45,V ugm-3 (FIDAS),25.519,V ugm-3 (Ref.eq),17.5874,V ugm-3
2020-03-26 14:00:00,14,3,35.425,V ugm-3 (FIDAS),23.986,V ugm-3 (Ref.eq),5.54084,V ugm-3
2020-03-26 15:00:00,15,3,37.725,V ugm-3 (FIDAS),26.321,V ugm-3 (Ref.eq),5.25149,V ugm-3
2020-03-26 16:00:00,16,3,38.35,V ugm-3 (FIDAS),28.892,V ugm-3 (Ref.eq),5.10645,V ugm-3
2020-03-26 17:00:00,17,3,40.975,V ugm-3 (FIDAS),29.41,V ugm-3 (Ref.eq),6.50298,V ugm-3
2020-03-26 18:00:00,18,3,43.5,V ugm-3 (FIDAS),29.977,V ugm-3 (Ref.eq),6.40566,V ugm-3
2020-03-26 19:00:00,19,3,42.225,V ugm-3 (FIDAS),30.071,V ugm-3 (Ref.eq),6.88756,V ugm-3
2020-03-26 20:00:00,20,3,44.675,V ugm-3 (FIDAS),32.665,V ugm-3 (Ref.eq),7.70581,V ugm-3
2020-03-26 21:00:00,21,3,50.25,V ugm-3 (FIDAS),37.854,V ugm-3 (Ref.eq),10.54652,V ugm-3
2020-03-26 22:00:00,22,3,55.975,V ugm-3 (FIDAS),41.58,V ugm-3 (Ref.eq),13.29193,V ugm-3
2020-03-26 23:00:00,23,3,52.35,V ugm-3 (FIDAS),40.967,V ugm-3 (Ref.eq),10.78772,V ugm-3
2020-03-27 00:00:00,0,4,54.525,V ugm-3 (FIDAS),42.665,V ugm-3 (Ref.eq),11.94435,V ugm-3
2020-03-27 01:00:00,1,4,54,V ugm-3 (FIDAS),41.156,V ugm-3 (Ref.eq),12.76034,V ugm-3
2020-03-27 02:00:00,2,4,53.575,V ugm-3 (FIDAS),41.132,V ugm-3 (Ref.eq),8.05649,V ugm-3
2020-03-27 03:00:00,3,4,55.1,V ugm-3 (FIDAS),41.557,V ugm-3 (Ref.eq),7.10561,V ugm-3
2020-03-27 04:00:00,4,4,55.625,V ugm-3 (FIDAS),42.901,V ugm-3 (Ref.eq),9.33037,V ugm-3
2020-03-27 05:00:00,5,4,56.175,V ugm-3 (FIDAS),44.269,V ugm-3 (Ref.eq),8.99048,V ugm-3
2020-03-27 06:00:00,6,4,55.225,V ugm-3 (FIDAS),43.656,V ugm-3 (Ref.eq),7.10604,V ugm-3
2020-03-27 07:00:00,7,4,55.275,V ugm-3 (FIDAS),43.373,V ugm-3 (Ref.eq),9.03999,V ugm-3
2020-03-27 08:00:00,8,4,55.65,V ugm-3 (FIDAS),43.184,V ugm-3 (Ref.eq),9.42863,V ugm-3
2020-03-27 09:00:00,9,4,56.2,V ugm-3 (FIDAS),42.028,V ugm-3 (Ref.eq),8.12442,V ugm-3
2020-03-27 10:00:00,10,4,52.275,V ugm-3 (FIDAS),37.5,V ugm-3 (Ref.eq),5.9002,V ugm-3
2020-03-27 11:00:00,11,4,44.3,V ugm-3 (FIDAS),32.146,V ugm-3 (Ref.eq),5.65794,V ugm-3
2020-03-27 12:00:00,12,4,43.25,V ugm-3 (FIDAS),28.75,V ugm-3 (Ref.eq),4.3041,V ugm-3
2020-03-27 13:00:00,13,4,41.8,V ugm-3 (FIDAS),28.467,V ugm-3 (Ref.eq),4.30399,V ugm-3
2020-03-27 14:00:00,14,4,46.35,V ugm-3 (FIDAS),31.604,V ugm-3 (Ref.eq),3.48108,V ugm-3
2020-03-27 15:00:00,15,4,47.15,V ugm-3 (FIDAS),31.132,V ugm-3 (Ref.eq),4.06215,V ugm-3
2020-03-27 16:00:00,16,4,52.25,V ugm-3 (FIDAS),28.278,V ugm-3 (Ref.eq),4.20713,V ugm-3
2020-03-27 17:00:00,17,4,36.9,V ugm-3 (FIDAS),22.736,V ugm-3 (Ref.eq),6.18832,V ugm-3
2020-03-27 18:00:00,18,4,39.925,V ugm-3 (FIDAS),21.816,V ugm-3 (Ref.eq),4.8348,V ugm-3
2020-03-27 19:00:00,19,4,34.425,V ugm-3 (FIDAS),23.561,V ugm-3 (Ref.eq),5.8014,V ugm-3
2020-03-27 20:00:00,20,4,37.875,V ugm-3 (FIDAS),27.807,V ugm-3 (Ref.eq),5.99372,V ugm-3
2020-03-27 21:00:00,21,4,38.725,V ugm-3 (FIDAS),30.26,V ugm-3 (Ref.eq),7.00842,V ugm-3
2020-03-27 22:00:00,22,4,41.725,V ugm-3 (FIDAS),32.406,V ugm-3 (Ref.eq),6.37988,V ugm-3
2020-03-27 23:00:00,23,4,42.825,V ugm-3 (FIDAS),33.113,V ugm-3 (Ref.eq),7.00864,V ugm-3
2020-03-28 00:00:00,0,5,40.425,V ugm-3 (FIDAS),30.59,V ugm-3 (Ref.eq),5.75221,V ugm-3
2020-03-28 01:00:00,1,5,38.55,V ugm-3 (FIDAS),28.939,V ugm-3 (Ref.eq),7.30848,V ugm-3
2020-03-28 02:00:00,2,5,36.825,V ugm-3 (FIDAS),28.16,V ugm-3 (Ref.eq),8.98983,V ugm-3
2020-03-28 03:00:00,3,5,37.075,V ugm-3 (FIDAS),28.255,V ugm-3 (Ref.eq),4.3667,V ugm-3
2020-03-28 04:00:00,4,5,37,V ugm-3 (FIDAS),27.477,V ugm-3 (Ref.eq),4.46354,V ugm-3
2020-03-28 05:00:00,5,5,36.2,V ugm-3 (FIDAS),27.099,V ugm-3 (Ref.eq),4.75437,V ugm-3
2020-03-28 06:00:00,6,5,36.2,V ugm-3 (FIDAS),26.91,V ugm-3 (Ref.eq),4.65752,V ugm-3
2020-03-28 07:00:00,7,5,41.575,V ugm-3 (FIDAS),31.722,V ugm-3 (Ref.eq),3.63913,V ugm-3
2020-03-28 08:00:00,8,5,46.3,V ugm-3 (FIDAS),33.137,V ugm-3 (Ref.eq),4.75725,V ugm-3
2020-03-28 09:00:00,9,5,58.325,V ugm-3 (FIDAS),34.104,V ugm-3 (Ref.eq),5.63318,V ugm-3
2020-03-28 10:00:00,10,5,62.425,V ugm-3 (FIDAS),32.359,V ugm-3 (Ref.eq),3.93399,V ugm-3
2020-03-28 11:00:00,11,5,78.075,V ugm-3 (FIDAS),24.033,V ugm-3 (Ref.eq),3.98378,V ugm-3
2020-03-28 12:00:00,12,5,53.65,V ugm-3 (FIDAS),14.906,V ugm-3 (Ref.eq),3.0618,V ugm-3
2020-03-28 13:00:00,13,5,35.925,V ugm-3 (FIDAS),9.693,V ugm-3 (Ref.eq),2.13752,V ugm-3
2020-03-28 14:00:00,14,5,42.3,V ugm-3 (FIDAS),9.693,V ugm-3 (Ref.eq),1.60465,V ugm-3
2020-03-28 15:00:00,15,5,20.55,V ugm-3 (FIDAS),6.887,V ugm-3 (Ref.eq),0.68123,V ugm-3
2020-03-28 16:00:00,16,5,16.275,V ugm-3 (FIDAS),6.274,V ugm-3 (Ref.eq),2.03995,V ugm-3
2020-03-28 17:00:00,17,5,12.45,V ugm-3 (FIDAS),4.953,V ugm-3 (Ref.eq),0.58381,V ugm-3
2020-03-28 18:00:00,18,5,24.075,V ugm-3 (FIDAS),6.958,V ugm-3 (Ref.eq),1.40822,V ugm-3
2020-03-28 19:00:00,19,5,16.125,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),1.06876,V ugm-3
2020-03-28 20:00:00,20,5,11.825,V ugm-3 (FIDAS),6.84,V ugm-3 (Ref.eq),1.50493,V ugm-3
2020-03-28 21:00:00,21,5,12.1,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),1.11754,V ugm-3
2020-03-28 22:00:00,22,5,11,V ugm-3 (FIDAS),5.778,V ugm-3 (Ref.eq),1.35973,V ugm-3
2020-03-28 23:00:00,23,5,11.1,V ugm-3 (FIDAS),5.825,V ugm-3 (Ref.eq),1.16604,V ugm-3
2020-03-29 00:00:00,0,6,12.9,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),1.31123,V ugm-3
2020-03-29 01:00:00,1,6,13.775,V ugm-3 (FIDAS),7.264,V ugm-3 (Ref.eq),2.27274,V ugm-3
2020-03-29 02:00:00,2,6,15.05,V ugm-3 (FIDAS),7.712,V ugm-3 (Ref.eq),0.58687,V ugm-3
2020-03-29 03:00:00,3,6,14.325,V ugm-3 (FIDAS),7.642,V ugm-3 (Ref.eq),0.24567,V ugm-3
2020-03-29 04:00:00,4,6,12.775,V ugm-3 (FIDAS),6.722,V ugm-3 (Ref.eq),0.197,V ugm-3
2020-03-29 05:00:00,5,6,12.65,V ugm-3 (FIDAS),6.769,V ugm-3 (Ref.eq),0.29487,V ugm-3
2020-03-29 06:00:00,6,6,12.75,V ugm-3 (FIDAS),6.91,V ugm-3 (Ref.eq),0.3913,V ugm-3
2020-03-29 07:00:00,7,6,12.875,V ugm-3 (FIDAS),7.241,V ugm-3 (Ref.eq),1.31685,V ugm-3
2020-03-29 08:00:00,8,6,15.175,V ugm-3 (FIDAS),7.972,V ugm-3 (Ref.eq),1.07352,V ugm-3
2020-03-29 09:00:00,9,6,18.6,V ugm-3 (FIDAS),8.585,V ugm-3 (Ref.eq),0.39184,V ugm-3
2020-03-29 10:00:00,10,6,8.65,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),0.14834,V ugm-3
2020-03-29 11:00:00,11,6,16.825,V ugm-3 (FIDAS),5.684,V ugm-3 (Ref.eq),0.197,V ugm-3
2020-03-29 12:00:00,12,6,21,V ugm-3 (FIDAS),6.061,V ugm-3 (Ref.eq),0.14924,V ugm-3
2020-03-29 13:00:00,13,6,13.1,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),0.34354,V ugm-3
2020-03-29 14:00:00,14,6,10.85,V ugm-3 (FIDAS),4.953,V ugm-3 (Ref.eq),0.34354,V ugm-3
2020-03-29 15:00:00,15,6,12.875,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),0.29559,V ugm-3
2020-03-29 16:00:00,16,6,12.8,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),0.13241,V ugm-3
2020-03-29 17:00:00,17,6,12.8,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),0.45565,V ugm-3
2020-03-29 18:00:00,18,6,10.7,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),0.34264,V ugm-3
2020-03-29 19:00:00,19,6,12.05,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-29 20:00:00,20,6,11.775,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),0.26075,V ugm-3
2020-03-29 21:00:00,21,6,12.5,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),0.58615,V ugm-3
2020-03-29 22:00:00,22,6,12.45,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),1.46212,V ugm-3
2020-03-29 23:00:00,23,6,11.675,V ugm-3 (FIDAS),5.778,V ugm-3 (Ref.eq),1.8035,V ugm-3
2020-03-30 00:00:00,0,0,10.95,V ugm-3 (FIDAS),5.708,V ugm-3 (Ref.eq),0.78063,V ugm-3
2020-03-30 01:00:00,1,0,10.55,V ugm-3 (FIDAS),5.613,V ugm-3 (Ref.eq),2.0223,V ugm-3
2020-03-30 02:00:00,2,0,9.425,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),0.84937,V ugm-3
2020-03-30 03:00:00,3,0,7.925,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),0.58949,V ugm-3
2020-03-30 04:00:00,4,0,7.375,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq),1.90785,V ugm-3
2020-03-30 05:00:00,5,0,8.625,V ugm-3 (FIDAS),4.387,V ugm-3 (Ref.eq),0.8328,V ugm-3
2020-03-30 06:00:00,6,0,8.75,V ugm-3 (FIDAS),4.599,V ugm-3 (Ref.eq),3.32388,V ugm-3
2020-03-30 07:00:00,7,0,8.325,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),2.00681,V ugm-3
2020-03-30 08:00:00,8,0,10.325,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),5.77043,V ugm-3
2020-03-30 09:00:00,9,0,12.375,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),6.26224,V ugm-3
2020-03-30 10:00:00,10,0,11.3,V ugm-3 (FIDAS),7.429,V ugm-3 (Ref.eq),4.5532,V ugm-3
2020-03-30 11:00:00,11,0,11.475,V ugm-3 (FIDAS),7.783,V ugm-3 (Ref.eq),4.16208,V ugm-3
2020-03-30 12:00:00,12,0,10.35,V ugm-3 (FIDAS),7.83,V ugm-3 (Ref.eq),4.80019,V ugm-3
2020-03-30 13:00:00,13,0,9.875,V ugm-3 (FIDAS),7.382,V ugm-3 (Ref.eq),2.78905,V ugm-3
2020-03-30 14:00:00,14,0,12,V ugm-3 (FIDAS),7.925,V ugm-3 (Ref.eq),4.84103,V ugm-3
2020-03-30 15:00:00,15,0,10.425,V ugm-3 (FIDAS),6.274,V ugm-3 (Ref.eq),2.3491,V ugm-3
2020-03-30 16:00:00,16,0,11.975,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),1.66453,V ugm-3
2020-03-30 17:00:00,17,0,11.95,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),No data,V ugm-3
2020-03-30 18:00:00,18,0,12.525,V ugm-3 (FIDAS),5.825,V ugm-3 (Ref.eq),1.95632,V ugm-3
2020-03-30 19:00:00,19,0,8.175,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),2.29789,V ugm-3
2020-03-30 20:00:00,20,0,8.325,V ugm-3 (FIDAS),5.637,V ugm-3 (Ref.eq),2.5909,V ugm-3
2020-03-30 21:00:00,21,0,7.45,V ugm-3 (FIDAS),4.316,V ugm-3 (Ref.eq),3.61689,V ugm-3
2020-03-30 22:00:00,22,0,10.325,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),2.8353,V ugm-3
2020-03-30 23:00:00,23,0,11.4,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),5.17943,V ugm-3
2020-03-31 00:00:00,0,1,11.275,V ugm-3 (FIDAS),6.368,V ugm-3 (Ref.eq),1.76112,V ugm-3
2020-03-31 01:00:00,1,1,10.475,V ugm-3 (FIDAS),6.061,V ugm-3 (Ref.eq),2.7484,V ugm-3
2020-03-31 02:00:00,2,1,10.825,V ugm-3 (FIDAS),5.967,V ugm-3 (Ref.eq),2.09397,V ugm-3
2020-03-31 03:00:00,3,1,12.075,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.98492,V ugm-3
2020-03-31 04:00:00,4,1,12.15,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),2.84642,V ugm-3
2020-03-31 05:00:00,5,1,11.7,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),2.55187,V ugm-3
